Year,NLF_COUNTY_CD,CRASH_TYPE_CD,Incident_Type,Incident_Count
2019,Marion,Head On,ODPS_TOTAL_FATALITIES_NBR,0
2019,Marion,Left Turn,ODPS_TOTAL_FATALITIES_NBR,0
2019,Marion,Other Non-Collision,ODPS_TOTAL_FATALITIES_NBR,0
2019,Marion,Other Object,ODPS_TOTAL_FATALITIES_NBR,0
2019,Marion,Overturning,ODPS_TOTAL_FATALITIES_NBR,0
2019,Marion,Parked Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Marion,Pedalcycles,ODPS_TOTAL_FATALITIES_NBR,0
2019,Marion,Pedestrian,ODPS_TOTAL_FATALITIES_NBR,1
2019,Marion,Right Turn,ODPS_TOTAL_FATALITIES_NBR,0
2019,Marion,Sideswipe - Meeting,ODPS_TOTAL_FATALITIES_NBR,0
2019,Marion,Sideswipe - Passing,ODPS_TOTAL_FATALITIES_NBR,0
2019,Marion,Train,ODPS_TOTAL_FATALITIES_NBR,0
2019,Marion,Unknown,ODPS_TOTAL_FATALITIES_NBR,0
2019,Marion,Falling From Or In Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Marion,Other Non-Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Marion,Motorized,ODPS_TOTAL_FATALITIES_NBR,7
2019,Marion,Non-motorized,ODPS_TOTAL_FATALITIES_NBR,1
2019,Morrow,Rear End,ODPS_TOTAL_FATALITIES_NBR,0
2019,Morrow,Angle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Morrow,Animal,ODPS_TOTAL_FATALITIES_NBR,0
2019,Morrow,Backing,ODPS_TOTAL_FATALITIES_NBR,0
2019,Morrow,Fixed Object,ODPS_TOTAL_FATALITIES_NBR,5
2019,Morrow,Head On,ODPS_TOTAL_FATALITIES_NBR,0
2019,Morrow,Left Turn,ODPS_TOTAL_FATALITIES_NBR,0
2019,Morrow,Other Non-Collision,ODPS_TOTAL_FATALITIES_NBR,0
2019,Morrow,Other Object,ODPS_TOTAL_FATALITIES_NBR,0
2019,Morrow,Overturning,ODPS_TOTAL_FATALITIES_NBR,0
2019,Morrow,Parked Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Morrow,Pedalcycles,ODPS_TOTAL_FATALITIES_NBR,0
2019,Morrow,Pedestrian,ODPS_TOTAL_FATALITIES_NBR,1
2019,Morrow,Right Turn,ODPS_TOTAL_FATALITIES_NBR,0
2019,Morrow,Sideswipe - Meeting,ODPS_TOTAL_FATALITIES_NBR,0
2019,Morrow,Sideswipe - Passing,ODPS_TOTAL_FATALITIES_NBR,0
2019,Morrow,Train,ODPS_TOTAL_FATALITIES_NBR,0
2019,Morrow,Unknown,ODPS_TOTAL_FATALITIES_NBR,0
2019,Morrow,Falling From Or In Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Morrow,Other Non-Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Morrow,Motorized,ODPS_TOTAL_FATALITIES_NBR,5
2019,Morrow,Non-motorized,ODPS_TOTAL_FATALITIES_NBR,1
2019,Pickaway,Rear End,ODPS_TOTAL_FATALITIES_NBR,0
2019,Pickaway,Angle,ODPS_TOTAL_FATALITIES_NBR,2
2019,Pickaway,Animal,ODPS_TOTAL_FATALITIES_NBR,0
2019,Pickaway,Backing,ODPS_TOTAL_FATALITIES_NBR,0
2019,Pickaway,Fixed Object,ODPS_TOTAL_FATALITIES_NBR,4
2019,Pickaway,Head On,ODPS_TOTAL_FATALITIES_NBR,3
2019,Pickaway,Left Turn,ODPS_TOTAL_FATALITIES_NBR,1
2019,Pickaway,Other Non-Collision,ODPS_TOTAL_FATALITIES_NBR,0
2019,Pickaway,Other Object,ODPS_TOTAL_FATALITIES_NBR,0
2019,Pickaway,Overturning,ODPS_TOTAL_FATALITIES_NBR,1
2019,Pickaway,Parked Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Pickaway,Pedalcycles,ODPS_TOTAL_FATALITIES_NBR,0
2019,Pickaway,Pedestrian,ODPS_TOTAL_FATALITIES_NBR,3
2019,Pickaway,Right Turn,ODPS_TOTAL_FATALITIES_NBR,1
2019,Pickaway,Sideswipe - Meeting,ODPS_TOTAL_FATALITIES_NBR,0
2019,Pickaway,Sideswipe - Passing,ODPS_TOTAL_FATALITIES_NBR,0
2019,Pickaway,Train,ODPS_TOTAL_FATALITIES_NBR,0
2019,Pickaway,Unknown,ODPS_TOTAL_FATALITIES_NBR,0
2019,Pickaway,Falling From Or In Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Pickaway,Other Non-Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Pickaway,Motorized,ODPS_TOTAL_FATALITIES_NBR,12
2019,Pickaway,Non-motorized,ODPS_TOTAL_FATALITIES_NBR,3
2019,Union,Rear End,ODPS_TOTAL_FATALITIES_NBR,1
2019,Union,Angle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Union,Animal,ODPS_TOTAL_FATALITIES_NBR,0
2019,Union,Backing,ODPS_TOTAL_FATALITIES_NBR,0
2019,Union,Fixed Object,ODPS_TOTAL_FATALITIES_NBR,0
2019,Union,Head On,ODPS_TOTAL_FATALITIES_NBR,0
2019,Union,Left Turn,ODPS_TOTAL_FATALITIES_NBR,1
2019,Union,Other Non-Collision,ODPS_TOTAL_FATALITIES_NBR,0
2019,Union,Other Object,ODPS_TOTAL_FATALITIES_NBR,0
2019,Union,Overturning,ODPS_TOTAL_FATALITIES_NBR,0
2019,Union,Parked Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Union,Pedalcycles,ODPS_TOTAL_FATALITIES_NBR,0
2019,Union,Pedestrian,ODPS_TOTAL_FATALITIES_NBR,1
2019,Union,Right Turn,ODPS_TOTAL_FATALITIES_NBR,0
2019,Union,Sideswipe - Meeting,ODPS_TOTAL_FATALITIES_NBR,0
2019,Union,Sideswipe - Passing,ODPS_TOTAL_FATALITIES_NBR,0
2019,Union,Train,ODPS_TOTAL_FATALITIES_NBR,0
2019,Union,Unknown,ODPS_TOTAL_FATALITIES_NBR,0
2019,Union,Falling From Or In Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Union,Other Non-Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Union,Motorized,ODPS_TOTAL_FATALITIES_NBR,2
2019,Union,Non-motorized,ODPS_TOTAL_FATALITIES_NBR,1
2020,Delaware,Rear End,ODPS_TOTAL_FATALITIES_NBR,0
2020,Delaware,Angle,ODPS_TOTAL_FATALITIES_NBR,7
2020,Delaware,Animal,ODPS_TOTAL_FATALITIES_NBR,0
2020,Delaware,Backing,ODPS_TOTAL_FATALITIES_NBR,0
2020,Delaware,Fixed Object,ODPS_TOTAL_FATALITIES_NBR,5
2020,Delaware,Head On,ODPS_TOTAL_FATALITIES_NBR,2
2020,Delaware,Left Turn,ODPS_TOTAL_FATALITIES_NBR,1
2020,Delaware,Other Non-Collision,ODPS_TOTAL_FATALITIES_NBR,0
2020,Delaware,Other Object,ODPS_TOTAL_FATALITIES_NBR,0
2020,Delaware,Overturning,ODPS_TOTAL_FATALITIES_NBR,0
2020,Delaware,Parked Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2020,Delaware,Pedalcycles,ODPS_TOTAL_FATALITIES_NBR,0
2020,Delaware,Pedestrian,ODPS_TOTAL_FATALITIES_NBR,1
2020,Delaware,Right Turn,ODPS_TOTAL_FATALITIES_NBR,0
2020,Delaware,Sideswipe - Meeting,ODPS_TOTAL_FATALITIES_NBR,0
2020,Delaware,Sideswipe - Passing,ODPS_TOTAL_FATALITIES_NBR,1
2020,Delaware,Train,ODPS_TOTAL_FATALITIES_NBR,0
2020,Delaware,Unknown,ODPS_TOTAL_FATALITIES_NBR,0
2020,Delaware,Falling From Or In Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2020,Delaware,Other Non-Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2020,Delaware,Motorized,ODPS_TOTAL_FATALITIES_NBR,16
2020,Delaware,Non-motorized,ODPS_TOTAL_FATALITIES_NBR,1
2020,Fairfield,Rear End,ODPS_TOTAL_FATALITIES_NBR,1
2020,Fairfield,Angle,ODPS_TOTAL_FATALITIES_NBR,2
2020,Fairfield,Animal,ODPS_TOTAL_FATALITIES_NBR,0
2020,Fairfield,Backing,ODPS_TOTAL_FATALITIES_NBR,0
2020,Fairfield,Fixed Object,ODPS_TOTAL_FATALITIES_NBR,8
2020,Fairfield,Head On,ODPS_TOTAL_FATALITIES_NBR,0
2020,Fairfield,Left Turn,ODPS_TOTAL_FATALITIES_NBR,0
2020,Fairfield,Other Non-Collision,ODPS_TOTAL_FATALITIES_NBR,0
2020,Fairfield,Other Object,ODPS_TOTAL_FATALITIES_NBR,0
2020,Fairfield,Overturning,ODPS_TOTAL_FATALITIES_NBR,2
2020,Fairfield,Parked Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2020,Fairfield,Pedalcycles,ODPS_TOTAL_FATALITIES_NBR,1
2020,Fairfield,Pedestrian,ODPS_TOTAL_FATALITIES_NBR,0
2020,Fairfield,Right Turn,ODPS_TOTAL_FATALITIES_NBR,0
2020,Fairfield,Sideswipe - Meeting,ODPS_TOTAL_FATALITIES_NBR,1
2020,Fairfield,Sideswipe - Passing,ODPS_TOTAL_FATALITIES_NBR,1
2020,Fairfield,Train,ODPS_TOTAL_FATALITIES_NBR,0
2020,Fairfield,Unknown,ODPS_TOTAL_FATALITIES_NBR,0
2020,Fairfield,Falling From Or In Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2020,Fairfield,Other Non-Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2020,Fairfield,Motorized,ODPS_TOTAL_FATALITIES_NBR,15
2020,Fairfield,Non-motorized,ODPS_TOTAL_FATALITIES_NBR,1
2020,Franklin,Rear End,ODPS_TOTAL_FATALITIES_NBR,12
2020,Franklin,Angle,ODPS_TOTAL_FATALITIES_NBR,7
2020,Franklin,Animal,ODPS_TOTAL_FATALITIES_NBR,1
2020,Franklin,Backing,ODPS_TOTAL_FATALITIES_NBR,0
2020,Franklin,Fixed Object,ODPS_TOTAL_FATALITIES_NBR,35
2020,Franklin,Head On,ODPS_TOTAL_FATALITIES_NBR,12
2020,Franklin,Left Turn,ODPS_TOTAL_FATALITIES_NBR,11
2020,Franklin,Other Non-Collision,ODPS_TOTAL_FATALITIES_NBR,0
2020,Franklin,Other Object,ODPS_TOTAL_FATALITIES_NBR,0
2020,Franklin,Overturning,ODPS_TOTAL_FATALITIES_NBR,1
2020,Franklin,Parked Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2020,Franklin,Pedalcycles,ODPS_TOTAL_FATALITIES_NBR,1
2020,Franklin,Pedestrian,ODPS_TOTAL_FATALITIES_NBR,33
2020,Franklin,Right Turn,ODPS_TOTAL_FATALITIES_NBR,0
2020,Franklin,Sideswipe - Meeting,ODPS_TOTAL_FATALITIES_NBR,0
2020,Franklin,Sideswipe - Passing,ODPS_TOTAL_FATALITIES_NBR,10
2020,Franklin,Train,ODPS_TOTAL_FATALITIES_NBR,0
2020,Franklin,Unknown,ODPS_TOTAL_FATALITIES_NBR,0
2020,Franklin,Falling From Or In Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2020,Franklin,Other Non-Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2020,Franklin,Motorized,ODPS_TOTAL_FATALITIES_NBR,89
2020,Franklin,Non-motorized,ODPS_TOTAL_FATALITIES_NBR,34
2020,Knox,Rear End,ODPS_TOTAL_FATALITIES_NBR,0
2020,Knox,Angle,ODPS_TOTAL_FATALITIES_NBR,3
2020,Knox,Animal,ODPS_TOTAL_FATALITIES_NBR,0
2020,Knox,Backing,ODPS_TOTAL_FATALITIES_NBR,0
2020,Knox,Fixed Object,ODPS_TOTAL_FATALITIES_NBR,3
2020,Knox,Head On,ODPS_TOTAL_FATALITIES_NBR,0
2020,Knox,Left Turn,ODPS_TOTAL_FATALITIES_NBR,0
2020,Knox,Other Non-Collision,ODPS_TOTAL_FATALITIES_NBR,0
2020,Knox,Other Object,ODPS_TOTAL_FATALITIES_NBR,0
2020,Knox,Overturning,ODPS_TOTAL_FATALITIES_NBR,0
2020,Knox,Parked Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2020,Knox,Pedalcycles,ODPS_TOTAL_FATALITIES_NBR,0
2020,Knox,Pedestrian,ODPS_TOTAL_FATALITIES_NBR,0
2020,Knox,Right Turn,ODPS_TOTAL_FATALITIES_NBR,0
2020,Knox,Sideswipe - Meeting,ODPS_TOTAL_FATALITIES_NBR,0
2020,Knox,Sideswipe - Passing,ODPS_TOTAL_FATALITIES_NBR,0
2020,Knox,Train,ODPS_TOTAL_FATALITIES_NBR,0
2020,Knox,Unknown,ODPS_TOTAL_FATALITIES_NBR,0
2020,Knox,Falling From Or In Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2020,Knox,Other Non-Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2020,Knox,Motorized,ODPS_TOTAL_FATALITIES_NBR,6
2020,Knox,Non-motorized,ODPS_TOTAL_FATALITIES_NBR,0
2020,Licking,Rear End,ODPS_TOTAL_FATALITIES_NBR,1
2020,Licking,Angle,ODPS_TOTAL_FATALITIES_NBR,2
2020,Licking,Animal,ODPS_TOTAL_FATALITIES_NBR,1
2020,Licking,Backing,ODPS_TOTAL_FATALITIES_NBR,0
2020,Licking,Fixed Object,ODPS_TOTAL_FATALITIES_NBR,9
2020,Licking,Head On,ODPS_TOTAL_FATALITIES_NBR,0
2020,Licking,Left Turn,ODPS_TOTAL_FATALITIES_NBR,0
2020,Licking,Other Non-Collision,ODPS_TOTAL_FATALITIES_NBR,0
2020,Licking,Other Object,ODPS_TOTAL_FATALITIES_NBR,0
2020,Licking,Overturning,ODPS_TOTAL_FATALITIES_NBR,0
2020,Licking,Parked Vehicle,ODPS_TOTAL_FATALITIES_NBR,2
2020,Licking,Pedalcycles,ODPS_TOTAL_FATALITIES_NBR,0
2020,Licking,Pedestrian,ODPS_TOTAL_FATALITIES_NBR,2
2020,Licking,Right Turn,ODPS_TOTAL_FATALITIES_NBR,0
2020,Licking,Sideswipe - Meeting,ODPS_TOTAL_FATALITIES_NBR,0
2020,Licking,Sideswipe - Passing,ODPS_TOTAL_FATALITIES_NBR,0
2020,Licking,Train,ODPS_TOTAL_FATALITIES_NBR,0
2020,Licking,Unknown,ODPS_TOTAL_FATALITIES_NBR,0
2020,Licking,Falling From Or In Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2020,Licking,Other Non-Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2020,Licking,Motorized,ODPS_TOTAL_FATALITIES_NBR,15
2020,Licking,Non-motorized,ODPS_TOTAL_FATALITIES_NBR,2
2020,Madison,Rear End,ODPS_TOTAL_FATALITIES_NBR,3
2020,Madison,Angle,ODPS_TOTAL_FATALITIES_NBR,0
2020,Madison,Animal,ODPS_TOTAL_FATALITIES_NBR,0
2020,Madison,Backing,ODPS_TOTAL_FATALITIES_NBR,0
2020,Madison,Fixed Object,ODPS_TOTAL_FATALITIES_NBR,3
2020,Madison,Head On,ODPS_TOTAL_FATALITIES_NBR,0
2020,Madison,Left Turn,ODPS_TOTAL_FATALITIES_NBR,0
2020,Madison,Other Non-Collision,ODPS_TOTAL_FATALITIES_NBR,0
2020,Madison,Other Object,ODPS_TOTAL_FATALITIES_NBR,0
2020,Madison,Overturning,ODPS_TOTAL_FATALITIES_NBR,0
2020,Madison,Parked Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2020,Madison,Pedalcycles,ODPS_TOTAL_FATALITIES_NBR,0
2020,Madison,Pedestrian,ODPS_TOTAL_FATALITIES_NBR,1
2020,Madison,Right Turn,ODPS_TOTAL_FATALITIES_NBR,0
2020,Madison,Sideswipe - Meeting,ODPS_TOTAL_FATALITIES_NBR,0
2020,Madison,Sideswipe - Passing,ODPS_TOTAL_FATALITIES_NBR,0
2020,Madison,Train,ODPS_TOTAL_FATALITIES_NBR,0
2020,Madison,Unknown,ODPS_TOTAL_FATALITIES_NBR,0
2020,Madison,Falling From Or In Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2020,Madison,Other Non-Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2020,Madison,Motorized,ODPS_TOTAL_FATALITIES_NBR,6
2020,Madison,Non-motorized,ODPS_TOTAL_FATALITIES_NBR,1
2020,Marion,Rear End,ODPS_TOTAL_FATALITIES_NBR,0
2020,Marion,Angle,ODPS_TOTAL_FATALITIES_NBR,4
2020,Marion,Animal,ODPS_TOTAL_FATALITIES_NBR,0
2020,Marion,Backing,ODPS_TOTAL_FATALITIES_NBR,0
2020,Marion,Fixed Object,ODPS_TOTAL_FATALITIES_NBR,2
2020,Marion,Head On,ODPS_TOTAL_FATALITIES_NBR,1
2020,Marion,Left Turn,ODPS_TOTAL_FATALITIES_NBR,2
2020,Marion,Other Non-Collision,ODPS_TOTAL_FATALITIES_NBR,0
2020,Marion,Other Object,ODPS_TOTAL_FATALITIES_NBR,0
2020,Marion,Overturning,ODPS_TOTAL_FATALITIES_NBR,0
